Protein,Actin filaments,Cell Junctions,Centriolar satellite,Centrosome,Cytokinetic bridge,Cytoplasmic bodies,Cytosol,Endoplasmic reticulum,Endosomes,Focal adhesion sites,Golgi apparatus,Intermediate filaments,Lipid droplets,Lysosomes,Microtubules,Midbody,Midbody ring,Mitochondria,Mitotic spindle,Nuclear bodies,Nuclear membrane,Nuclear speckles,Nucleoli,Nucleoli fibrillar center,Nucleoplasm,Peroxisomes,Plasma membrane,Vesicles
ENSP00000223321,0.012330552,0.10625499,0.8587355,0.12568545,0.06935632,0.49978772,0.9740064,0.0025626218,0.9465181,0.9961992,2.3041028E-05,0.6567113,0.9324125,0.96908647,0.18706398,0.8003505,0.7837567,0.0005973667,0.904227,0.11730172,0.018417256,0.0039797397,0.010543381,0.7507868,0.97821426,0.88636154,3.0236586E-05,0.0002781698
ENSP00000357555,0.00041852245,0.38212472,0.7244345,0.086699784,0.07153043,0.29862276,0.8103922,0.02194964,0.92787594,0.70002246,1.599378E-06,0.053446323,0.7789645,0.9622299,0.71655107,0.83559763,0.7118414,0.05837484,0.7938049,0.23082411,0.006426739,0.00011298313,0.04757601,0.02862115,0.8529228,0.8794372,3.6442525E-05,7.3539644E-07
ENSP00000386884,0.99613035,0.94607055,0.9971207,0.97245616,0.9628219,0.996784,0.01658086,0.917287,0.98404247,0.98900896,0.14907782,0.99917877,0.98732156,0.98888236,0.9966667,0.91760355,0.8472692,0.009785506,0.9261077,0.9693903,0.9958611,0.3002249,0.005089568,0.9951908,0.98714906,0.9611357,0.9936239,0.94599533
ENSP00000262306,0.5198087,0.008528122,0.9814703,0.18419443,0.07253699,0.88385934,0.53943217,0.0040834327,0.97227496,0.9996615,0.0036867878,0.89902556,0.9739218,0.98882014,0.3537852,0.8001397,0.8649162,0.00089037605,0.97271794,0.009616438,0.1883547,0.017000275,0.0015168949,0.9668137,0.9947277,0.945253,0.0002491316,0.007630556
ENSP00000366956,0.9356645,0.79417527,0.9911298,0.3430815,0.4300218,0.95081264,0.0029779964,0.0017209437,0.97800237,0.9256067,1.7240745E-05,0.4035015,0.92128783,0.9963765,0.8385862,0.94101894,0.8999935,0.00032204873,0.96815944,0.5876485,0.4797918,0.051515006,0.004528707,0.17541383,0.9999604,0.9644732,9.371621E-06,0.0007014409
ENSP00000263341,0.9969767,0.99219096,0.99698716,0.982163,0.9918419,0.9944743,0.44611368,0.95019144,0.99187446,0.9978287,0.8320379,0.9977767,0.9806937,0.9933846,0.99721706,0.8960233,0.85174525,0.01873084,0.9322644,0.9052671,0.98289055,0.4626998,0.00040324178,0.99742466,0.97810423,0.9228769,0.92585284,0.96738684
ENSP00000315644,0.99358886,0.7705933,0.9982739,0.98359525,0.98483115,0.99845034,0.26803803,0.7450485,0.9923781,0.99990517,9.771107E-05,0.95224583,0.98877573,0.9938004,0.99946755,0.96679145,0.83600146,0.577063,0.9416795,0.6149048,0.3947402,0.024696808,0.039656818,0.94242764,0.9986267,0.9549583,0.03633043,0.00013277722
ENSP00000367034,0.8108075,0.6447345,0.9821452,0.15965681,0.30408996,0.9243182,0.0022859555,0.0008488205,0.96679986,0.8891316,8.077139E-06,0.16336052,0.8813417,0.9950209,0.6434307,0.9370453,0.88858366,0.00012773396,0.96944904,0.655461,0.28151026,0.024555087,0.0028470354,0.13482453,0.99999046,0.9571193,6.3298385E-06,8.476285E-05
ENSP00000480960,0.8599245,0.627061,0.98584986,0.16843319,0.28468812,0.9317783,0.0016822248,0.00040989515,0.97701305,0.9084828,4.7387502E-06,0.20030941,0.85883373,0.99674344,0.75047326,0.9454217,0.89572024,0.00018801208,0.96688837,0.5783761,0.38716272,0.030592797,0.0019955721,0.15706655,0.99999094,0.96644753,7.882977E-06,0.00012976775
ENSP00000462355,0.9793594,0.76718444,0.98891866,0.31274778,0.41368723,0.95293325,0.003415145,0.0008634653,0.9754781,0.95249504,8.9052455E-06,0.41473368,0.8890727,0.99627125,0.78683585,0.94288725,0.89189875,0.0007920245,0.9640567,0.7685634,0.4679209,0.06430188,0.0039169826,0.30850607,0.9999575,0.9594415,2.6327483E-05,0.00018963871
ENSP00000366974,0.98680764,0.9005275,0.9919166,0.5981975,0.74436086,0.9766304,0.0038102218,0.0021184771,0.98956496,0.9761551,2.660921E-05,0.6457887,0.951818,0.9984591,0.91373837,0.9601848,0.9075385,0.0014421843,0.97489405,0.8568543,0.6081887,0.08921789,0.011390939,0.39329472,0.99996567,0.9738935,3.387487E-05,0.00016984344
ENSP00000262039,0.89983726,0.9007624,0.9648195,0.8300438,0.98560536,0.9564246,0.31267637,0.1707175,0.75452584,0.9809386,0.22511214,0.9633301,0.9734155,0.73455596,0.70776397,0.7816965,0.7677154,0.005892414,0.84074944,0.45827585,0.86029696,0.8037776,4.2521155E-05,0.94154036,0.9430567,0.9123473,0.41574022,0.8706972
ENSP00000462667,0.9281102,0.68201476,0.9860405,0.25005233,0.37254903,0.93924373,0.0028691078,0.0006114364,0.9801218,0.89584863,1.0590634E-05,0.29353714,0.89436287,0.9964722,0.7707351,0.9424134,0.8987428,0.00022585345,0.9705712,0.6805321,0.35738108,0.066899575,0.0033781314,0.21696775,0.99998754,0.9676586,7.67348E-06,0.00014756648
ENSP00000347168,0.9233116,0.68759996,0.98713475,0.284345,0.5329326,0.9443823,0.0037505366,0.0006479836,0.97298175,0.90029275,5.2419286E-06,0.19245432,0.9102413,0.99445885,0.7290919,0.9438016,0.8942121,0.00040286392,0.96707577,0.6623177,0.36157826,0.04734241,0.0013947956,0.14338009,0.9999647,0.9584342,1.358533E-05,4.4311542E-05
ENSP00000382428,0.95091385,0.8250531,0.9421544,0.9355323,0.82954276,0.98429006,0.49096227,0.2048019,0.9195223,0.5852228,0.5408236,0.9858459,0.94338,0.895595,0.8207875,0.7521813,0.756625,0.011350952,0.8476675,0.26645878,0.9325744,0.17416705,0.00093609735,0.54527164,0.8975087,0.87744504,0.9090831,0.8270441
ENSP00000298316,0.123634346,0.19400957,0.6644439,0.026010986,0.42521062,0.7156419,0.690354,0.003030908,0.35743627,0.3633595,0.04213495,0.14881986,0.76125866,0.54221296,0.080118604,0.5500189,0.71858203,0.00029651378,0.6977094,0.006050603,0.02524028,0.017023165,6.464439E-05,0.13788672,0.61279726,0.81616026,0.94820625,0.8440971
ENSP00000480499,0.9873746,0.91300124,0.9955933,0.27315304,0.47001263,0.98474133,0.2208418,0.008107249,0.9846414,0.99994516,0.15270917,0.9985362,0.99347514,0.9899247,0.5395645,0.8458804,0.9026311,0.00016414227,0.9821978,0.10567999,0.9783519,0.083609834,1.5566033E-05,0.99903584,0.99908495,0.9651034,0.48490408,0.41365823
ENSP00000244537,0.8898766,0.6672092,0.98111826,0.20949996,0.2978408,0.9214069,0.0011616526,0.00049674336,0.9751752,0.8646295,9.359715E-06,0.22000071,0.8631094,0.99552846,0.6796985,0.9379049,0.8944521,0.0002879133,0.9638487,0.76332104,0.35779566,0.02180822,0.003946262,0.17804849,0.9999966,0.96018577,9.112126E-06,9.311783E-05
ENSP00000306548,0.03787167,0.0002794136,0.2970761,0.0072445655,0.0049845837,0.042402007,0.36191335,0.03383688,0.47607243,0.19179493,1.0447287E-06,0.0067748935,0.07197449,0.68617666,0.040978435,0.34719598,0.4520485,0.99964935,0.7206732,0.00059281633,0.00024816697,2.2544102E-05,0.178793,0.0035196017,0.065657355,0.29535708,9.2319635E-07,9.873871E-08
ENSP00000479794,0.95720345,0.81383127,0.989253,0.32831338,0.41509655,0.9474325,0.0038340876,0.0009486658,0.9820919,0.95075023,7.592967E-06,0.4105778,0.9119476,0.99730474,0.72094536,0.94654673,0.8982786,0.0009348184,0.96610856,0.61366415,0.41191113,0.045099244,0.0022683714,0.23343895,0.9999666,0.96537066,4.061183E-05,0.00016007056
ENSP00000481486,0.92358625,0.6617147,0.9897137,0.26442015,0.33681646,0.9409958,0.0014384796,0.0014998418,0.97595084,0.9445443,7.434568E-06,0.3151773,0.8984249,0.9967908,0.78935075,0.94920087,0.8961032,0.0005205671,0.96794415,0.6868704,0.42208642,0.040300366,0.0030508514,0.18885659,0.9999714,0.96067166,1.23693235E-05,0.00018179916
ENSP00000353549,0.7954687,0.24701059,0.9680108,0.30942863,0.14839762,0.95818645,0.43619958,0.0003600904,0.9692997,0.9991566,0.0009079021,0.86639607,0.93742156,0.9886697,0.61105543,0.9281051,0.8737984,0.000735382,0.9297385,0.22324872,0.37577164,0.017291818,0.00049881643,0.42738724,0.99943674,0.93346894,0.003716788,0.013573695
ENSP00000310129,0.12828681,0.85174125,0.9708363,0.44426763,0.3293732,0.82464767,0.97900856,0.018935762,0.98118025,0.99960905,1.7554385E-05,0.92993754,0.9851031,0.9932863,0.60109204,0.84927994,0.865357,6.65779E-05,0.9481115,0.13063502,0.23640296,0.0059033707,0.0015653725,0.9529934,0.9984586,0.9400916,0.003854259,0.0023479313
ENSP00000402373,0.99896574,0.92577815,0.99043226,0.98562187,0.7527592,0.9804448,0.7225556,0.7367222,0.9669262,0.9994656,0.011177897,0.99181587,0.9570718,0.99116415,0.9903492,0.7591014,0.77521914,0.045025617,0.82579494,0.29286137,0.7826976,0.8001293,0.0010050801,0.9978551,0.89043313,0.8506381,0.6124087,0.8088892
ENSP00000464813,0.0036438545,0.028179258,0.57823336,0.03793457,0.08700791,0.12105624,0.97401416,0.017978571,0.8300876,0.5885712,1.0760663E-05,0.08951566,0.7484588,0.95515895,0.51943284,0.4989083,0.72864395,0.025790153,0.9234637,0.013996085,0.0005670456,6.493058E-05,0.3969514,0.064374596,0.28034723,0.83167034,2.4180574E-05,1.2045477E-07
ENSP00000353741,0.06275738,0.17527252,0.75204265,0.20468263,0.13625495,0.36928114,0.97408825,0.043482877,0.9463587,0.9590506,1.9454055E-05,0.3060058,0.8162214,0.97605944,0.8900755,0.619121,0.83135283,0.007827001,0.96205914,0.064748816,0.0042323647,0.00071010087,0.073681526,0.18238857,0.63071656,0.91061765,0.00012933965,1.1419719E-05
ENSP00000337976,0.9492443,0.027030097,0.94303703,0.04089033,0.18483752,0.8311122,0.00081406214,9.964841E-05,0.9026578,0.7270632,1.1826981E-05,0.15139191,0.43505314,0.9840121,0.9374966,0.8579024,0.8251727,2.3296758E-05,0.94915324,0.4149758,0.44648236,0.036473654,0.0053148405,0.02374644,0.9999752,0.9095844,2.4852186E-05,9.927667E-05
ENSP00000003084,0.9972392,0.985433,0.98510814,0.9867764,0.98322415,0.9888491,0.15772715,0.9723857,0.9467434,0.9996654,0.70296043,0.99877316,0.9795754,0.9543142,0.99717116,0.7077766,0.7322319,0.08911831,0.8842538,0.7724316,0.9806242,0.9200015,0.00028794876,0.99655014,0.53616816,0.8544457,0.83809805,0.9894009
ENSP00000483688,0.030475555,0.17715408,0.8105457,0.051148918,0.05029591,0.6673396,0.93278724,0.00095969683,0.9280963,0.99841934,5.135305E-05,0.6046672,0.9120843,0.95533556,0.1737834,0.7847186,0.755828,0.0011061704,0.8495976,0.21680757,0.023280727,0.017492313,0.018294875,0.6970165,0.96993446,0.84283036,0.00033380825,0.00079236703
ENSP00000441691,0.9772211,0.9416561,0.98668146,0.5000578,0.92231715,0.99213153,0.4366348,0.97480446,0.98170507,0.97480243,0.13615812,0.9727517,0.9640898,0.9906246,0.96657383,0.8748396,0.8766849,0.004216214,0.92898804,0.6454671,0.9709493,0.04543807,0.00041271304,0.98150206,0.9408358,0.9636479,0.9795008,0.97687095
ENSP00000410758,0.9158553,0.56437415,0.962357,0.592591,0.11750829,0.8497587,0.39150074,0.015079645,0.9872684,0.99794215,0.0030694443,0.972529,0.9490345,0.99243397,0.9979012,0.9514649,0.8568808,0.25388026,0.96628135,0.9168383,0.100850984,0.44991878,0.31472224,0.98707145,0.99071383,0.97835404,5.744658E-05,0.000292685
ENSP00000386788,0.9986293,0.875852,0.9958205,0.8872774,0.6808166,0.9968304,0.038515996,0.16944481,0.99208313,0.9999156,0.23247646,0.99812555,0.99538153,0.9956154,0.8365173,0.94854933,0.9097486,0.00071010826,0.9828057,0.9787025,0.9526102,0.05104478,0.00018771522,0.99549997,0.9998727,0.96683174,0.01771198,0.07992355
ENSP00000383199,0.9967661,0.8908796,0.9956229,0.7946748,0.7639356,0.9915565,0.14988448,0.15655138,0.97574747,0.99979305,0.40638536,0.99695367,0.99687636,0.98101085,0.58768517,0.81147593,0.88557947,0.00020794693,0.9790221,0.32521486,0.9838434,0.5464866,1.38971545E-05,0.99711806,0.9934213,0.956199,0.885228,0.77388746
ENSP00000229307,0.9991632,0.7815395,0.9987769,0.9738757,0.9860066,0.99345434,0.0019435567,0.2146806,0.9969586,0.99884456,0.13284098,0.99438596,0.98627776,0.9988115,0.99980956,0.97141135,0.8778837,0.0014536604,0.9773232,0.9131234,0.97714466,0.15809421,0.05517647,0.99755746,0.9998975,0.99055654,0.008646862,0.06375167
ENSP00000358723,0.23262322,0.57158375,0.8511931,0.07874706,0.6968352,0.8207768,0.92199445,0.034219097,0.6933064,0.67733574,0.020491153,0.6091358,0.88110095,0.81106526,0.13821797,0.6993075,0.7406128,0.000694111,0.79554325,0.02948809,0.52420086,0.017470656,0.0006446176,0.5928203,0.82419056,0.8868137,0.9604693,0.32085404
ENSP00000432660,0.8581472,0.5440102,0.95334655,0.64136416,0.6563873,0.8101054,0.96470016,0.33109233,0.8720017,0.99015015,0.0009817854,0.8475586,0.9286195,0.9430088,0.54214925,0.6355253,0.6887959,0.0067976033,0.7644658,0.10867775,0.20104037,0.061501402,0.001377533,0.9276319,0.738193,0.8256851,0.9011648,0.11130017
ENSP00000312652,0.99847573,0.9535991,0.9975821,0.95470047,0.9941798,0.9982201,0.15952323,0.9291779,0.9948831,0.9949614,0.921033,0.9986474,0.9567921,0.9958383,0.9998174,0.92720896,0.84700084,0.21809803,0.95645946,0.36194262,0.9684049,0.4280832,0.004726921,0.9776871,0.8883844,0.9438762,0.87183255,0.98376393
ENSP00000356953,0.9996076,0.15040594,0.9995171,0.97649384,0.9970642,0.99652755,0.13360938,0.557078,0.9916054,0.998792,0.0019871136,0.89533603,0.9844014,0.9914546,0.9981294,0.94870234,0.8797967,0.99609137,0.97604126,0.47213784,0.43693706,0.015098857,0.0015281631,0.97534114,0.9401877,0.926124,0.0006417464,0.031544063
ENSP00000417401,0.9706257,0.88702613,0.9854005,0.6645625,0.9579001,0.9831875,0.5467607,0.0024567032,0.99667406,0.9997735,0.000103629514,0.77799904,0.98555,0.9989343,0.9952674,0.8494728,0.8936171,0.29066524,0.9835845,0.14745122,0.13929854,0.0062838295,0.040158127,0.95293355,0.9608795,0.9552145,0.00031777265,2.040882E-05
ENSP00000238112,0.013159325,0.00443143,0.41666672,0.009175657,0.0024545207,0.15691932,0.008629245,2.802696E-05,0.7911433,0.96469355,5.8354426E-06,0.032875907,0.45460448,0.93870294,0.74234813,0.8625745,0.69210696,0.0006209656,0.8859225,0.3056823,0.01795621,0.059737403,0.0005772466,0.19825855,0.9999786,0.90903896,3.854187E-06,1.0320361E-05
ENSP00000354621,0.99574447,0.90028614,0.9967511,0.56431234,0.4550534,0.9937383,0.067587346,0.042641655,0.9843647,0.99973303,0.57714826,0.9971006,0.99327666,0.99060285,0.5256216,0.89499146,0.8970037,0.00019497024,0.97612876,0.21751274,0.9834116,0.04839655,3.7922553E-06,0.9978584,0.99887747,0.97272974,0.4926341,0.5321933
ENSP00000338157,0.9991652,0.116185926,0.99738324,0.4753621,0.73435706,0.9960886,0.008776583,0.024848409,0.99286044,0.9986469,0.48009446,0.99562657,0.98034865,0.9987252,0.98774695,0.9499105,0.9319398,0.00018960454,0.9917121,0.46469367,0.97414565,0.012963664,0.0009528884,0.9966207,0.9998908,0.99033546,0.010801467,0.061560318
ENSP00000447378,0.9998688,0.9596578,0.99561495,0.99929243,0.99805945,0.9979791,0.4422256,0.9964139,0.9894195,0.99984884,0.97263426,0.9995077,0.9803674,0.9888961,0.99995565,0.91391295,0.7840406,0.95934147,0.91790813,0.93011564,0.97946984,0.83902943,0.0030304831,0.9978006,0.24438146,0.8949637,0.29636216,0.99153244
ENSP00000308576,0.07032764,0.033609163,0.40499413,0.007293887,0.3890773,0.5802128,0.94500124,0.005204388,0.49396777,0.10810889,0.010037765,0.11733584,0.7182937,0.7151856,0.0378544,0.63358885,0.711334,0.0017920113,0.6724036,0.028554877,0.01470059,0.0013957694,7.261589E-05,0.110880576,0.83270234,0.8382467,0.93867373,0.8155547
ENSP00000264634,0.90967464,0.89174885,0.9907259,0.64119494,0.8055634,0.9979112,0.05930071,0.095677555,0.9527946,0.9779829,0.3695166,0.99297863,0.9585369,0.97716963,0.9804451,0.84878945,0.8432587,0.00023764506,0.9346066,0.019932317,0.9903577,0.0434337,0.001134844,0.9116507,0.9950769,0.9714274,0.9021492,0.9661046
ENSP00000343535,0.9909666,0.65345407,0.9799375,0.1201373,0.115173325,0.93223286,0.00289339,0.0005588061,0.9555047,0.99982786,0.0006855659,0.9425929,0.8320741,0.9858987,0.8303562,0.8557265,0.849175,0.0001544794,0.94295615,0.7191332,0.6833654,0.09957974,0.0024369052,0.8847889,0.9999318,0.88031083,0.0003406518,0.0011353696
ENSP00000367022,0.51553047,0.020455081,0.6319415,0.012391669,0.005047259,0.36374632,3.697083E-05,1.3230264E-05,0.73768896,0.5699359,2.1578468E-07,0.0032191211,0.18508014,0.89663714,0.0143219195,0.84805906,0.7168211,3.132955E-05,0.8608324,0.5767996,0.064975075,0.008568696,1.29950595E-05,0.0017374608,0.9999995,0.6721777,3.6568533E-06,2.4274657E-05
ENSP00000297494,0.97718835,0.51521605,0.9964323,0.98481345,0.98057055,0.99539655,0.5597632,0.7519097,0.9811339,0.995788,0.18669343,0.97626466,0.9486757,0.9840131,0.9961282,0.82698035,0.74580795,0.38646242,0.8956039,0.41070536,0.76208603,0.2504024,0.00015523378,0.97533774,0.9006686,0.80412775,0.8938979,0.9116158
ENSP00000343204,0.99527335,0.9822171,0.99818563,0.9167322,0.97936827,0.99545705,0.3718136,0.7967376,0.9856428,0.99814093,0.47704422,0.9989508,0.99473673,0.9922728,0.9857909,0.9215753,0.8121634,0.004713419,0.93703276,0.55463094,0.99212456,0.16599643,0.001224231,0.9988545,0.9737493,0.9611332,0.91233045,0.8769515
ENSP00000464265,0.999569,0.99926186,0.99759007,0.97790813,0.9755863,0.9956457,0.8423985,0.96416914,0.9971902,0.9999809,0.048513543,0.9989805,0.99744505,0.9989213,0.9557618,0.8504615,0.9181109,0.04198421,0.9874758,0.5630784,0.9392735,0.26339456,0.10651568,0.9644772,0.8855945,0.9348359,0.024096176,0.044959396
ENSP00000429089,0.7951583,0.30951822,0.972618,0.20009021,0.36386475,0.98661,0.23492195,0.0007524332,0.98021775,0.999693,0.00017592956,0.7865709,0.9267707,0.99580115,0.9578757,0.94808036,0.8632381,1.0949503E-05,0.91308254,0.17704199,0.47164047,0.0075511383,0.014038294,0.84683126,0.9999781,0.98013943,0.0135037005,0.0004751105
ENSP00000419117,0.0032820692,0.021217382,0.76523775,0.117990546,0.04999554,0.18872282,0.48962608,0.05789742,0.88979304,0.7230149,1.7215885E-05,0.082487494,0.7668035,0.96856886,0.63203716,0.63057935,0.74545425,0.3009483,0.94014543,0.0074511464,0.0011206717,8.2388935E-05,0.64177257,0.06558976,0.7052541,0.8820648,1.7251082E-06,3.2266033E-07
ENSP00000250559,0.16739465,0.11664878,0.71237797,0.038536366,0.6200798,0.66450715,0.78937167,0.010462853,0.6009484,0.37298903,0.0050464263,0.21964633,0.8121394,0.75139725,0.07936566,0.65996945,0.7582247,0.0005026903,0.75727504,0.024400638,0.25962692,0.014473374,0.00040107447,0.2596918,0.957127,0.89945334,0.9612528,0.24192251
ENSP00000256443,0.110646926,0.0060040266,0.62282276,0.0024291426,0.005372646,0.3893352,0.00076149835,2.2060589E-05,0.84294105,0.93526506,0.00024262657,0.016619217,0.26429048,0.9553778,0.32946908,0.7919017,0.6929501,1.4541347E-05,0.7748527,0.004612075,0.033766903,0.005357233,0.00084776996,0.047302082,0.9999791,0.9085154,4.3086125E-06,2.259697E-05
ENSP00000264832,0.99216115,0.98605126,0.9943387,0.9060153,0.944618,0.98418367,0.07270702,0.84370136,0.99100655,0.9958065,0.040610638,0.9796333,0.97360647,0.9951792,0.95932704,0.90352756,0.8453144,0.0034252414,0.9173927,0.85484844,0.92038083,0.03615224,0.000113654016,0.98455375,0.9161595,0.9527097,0.9573737,0.95316637
ENSP00000262506,0.99653673,0.99656695,0.9956298,0.8438319,0.96913165,0.9931666,0.0059661637,0.0049590482,0.9832987,0.99895465,0.003804285,0.94849825,0.9122793,0.99185294,0.9989405,0.9709554,0.85792065,0.00094450964,0.9555765,0.11672106,0.95524114,0.83274364,0.020936964,0.92104316,0.99935526,0.9718446,0.018552545,0.0023627146
ENSP00000302100,0.99997044,0.99757963,0.99967194,0.99933124,0.9996196,0.99754137,0.06307894,0.9476088,0.99105614,0.99998474,0.96905196,0.99969083,0.99493974,0.9938699,0.9999647,0.9244895,0.83237386,0.014351466,0.96026176,0.9973012,0.9965997,0.98321915,0.013312902,0.99970084,0.9689974,0.9529239,0.16137953,0.69074273
ENSP00000359300,0.9843088,0.95368564,0.97218704,0.8966807,0.22862796,0.9381609,0.018135967,0.0014003334,0.93663126,0.9990902,9.353116E-05,0.6773729,0.4690058,0.97106797,0.9370835,0.90489596,0.74610066,0.013536717,0.72787714,0.8521759,0.53415936,0.07494991,0.05718023,0.44432667,0.9863284,0.8752006,0.009993669,0.020982308
ENSP00000253099,0.0031925559,0.0002986912,0.0873004,0.0018401981,0.0013846803,0.008294909,0.49156395,0.009017388,0.17353994,0.05138497,7.2055184E-07,0.00065601955,0.02152595,0.38072324,0.007806579,0.12520151,0.24763295,0.99968606,0.43606672,0.00015300792,9.0200156E-05,4.9514038E-06,0.13447137,0.0017270395,0.06852616,0.14201379,6.190876E-07,2.4424912E-08
ENSP00000394560,0.92315924,0.9740331,0.99654937,0.97407323,0.98946416,0.9882353,0.11519774,0.11620781,0.9781238,0.99703914,0.23652779,0.9982986,0.99220425,0.98899627,0.9435843,0.857797,0.77665806,0.004530895,0.924196,0.47913018,0.9799171,0.18113731,0.001166565,0.9951934,0.9964407,0.91723514,0.9288393,0.29274568
ENSP00000341094,0.5726698,0.023516899,0.7756125,0.020035163,0.015144717,0.5745207,4.0718907E-05,1.792378E-05,0.8611728,0.7365197,2.8681066E-07,0.006780096,0.4178725,0.9586337,0.025967043,0.8755955,0.8058208,0.00014513533,0.9415513,0.43564945,0.07303254,0.009001626,3.5349207E-05,0.005161485,0.9999995,0.86146605,1.2264821E-06,3.151811E-05
ENSP00000397798,0.003170088,0.00830985,0.55694366,0.055040676,0.04680521,0.08576603,0.8948966,0.07563755,0.82592154,0.48166952,3.9453716E-06,0.025163045,0.64099705,0.95194334,0.53163236,0.4966914,0.7117733,0.5569445,0.8923694,0.0011572755,0.0006713397,2.557768E-05,0.1493035,0.012739503,0.10306439,0.8007383,5.709661E-06,1.1195649E-07
ENSP00000473348,0.8681664,0.0030634697,0.9756695,0.8175268,0.9445133,0.97783506,0.9687887,0.47591668,0.96996063,0.9982794,0.0006650914,0.4576619,0.7036355,0.9688272,0.9806496,0.8631599,0.85046685,0.9990737,0.94646645,0.0018680792,0.0024963047,0.0022558214,0.001974073,0.35821518,0.046522614,0.68841475,0.0015270143,0.062848635
ENSP00000452780,0.9998593,0.9980429,0.9994763,0.9964914,0.9977465,0.99300885,0.55019724,0.9992314,0.99655765,0.99992794,0.87816674,0.9992286,0.9942571,0.99636006,0.99956405,0.93728447,0.84858215,0.29974508,0.93413323,0.9473797,0.9857276,0.30592385,0.047628544,0.9992071,0.6629751,0.9675469,0.7327641,0.9601241
